id,date,total,employee
9034,2023-05-28 13:19:58,0,1
9035,2023-04-12 20:17:39,0,2
9036,2023-01-14 09:45:24,0,
9037,2023-10-03 08:36:31,0,2
9038,2023-01-28 12:22:44,0,2
9039,2022-11-20 19:08:53,0,1
9040,2022-12-08 18:14:33,0,1
9041,2023-08-07 18:41:23,0,3
9042,2023-01-04 11:06:25,0,2
9043,2022-12-11 18:02:55,0,
9044,2023-03-19 11:35:01,0,2
9045,2023-03-20 19:25:34,0,2
9046,2022-12-11 07:30:37,0,2
9047,2022-11-17 07:01:34,0,3
9048,2023-07-20 19:45:18,0,3
9049,2023-06-11 03:27:04,0,
9050,2023-03-22 00:31:13,0,1
9051,2023-08-18 05:28:31,0,2
9052,2023-04-19 12:05:29,0,3
9053,2023-02-08 19:35:59,0,
9054,2023-02-10 11:24:50,0,2
9055,2023-05-11 10:24:12,0,3
9056,2023-07-23 21:34:21,0,
9057,2023-08-28 22:38:37,0,2
9058,2023-03-15 10:23:20,0,2
9059,2023-05-15 23:58:35,0,1
9060,2023-03-17 13:50:35,0,
9061,2022-12-28 21:13:12,0,1
9062,2022-12-23 18:27:54,0,3
9063,2023-09-30 09:25:17,0,
9064,2023-02-13 17:54:16,0,
9065,2023-04-29 11:08:49,0,1
9066,2023-04-04 15:10:05,0,3
9067,2022-10-30 14:01:35,0,2
9068,2023-08-21 16:41:40,0,3
9069,2022-10-30 00:07:51,0,3
9070,2023-07-23 01:54:56,0,3
9071,2023-01-26 01:41:34,0,2
9072,2023-08-05 08:36:15,0,
9073,2023-07-22 12:31:36,0,2
9074,2022-12-19 19:22:20,0,
9075,2023-10-14 17:48:08,0,2
9076,2023-08-13 13:54:34,0,2
9077,2023-01-05 00:47:49,0,1
9078,2023-06-23 17:36:13,0,
9079,2023-06-20 11:13:25,0,2
9080,2023-09-15 05:43:34,0,2
9081,2023-06-20 07:04:09,0,3
9082,2023-09-29 11:24:54,0,2
9083,2023-05-02 15:06:22,0,3
9084,2023-07-22 20:14:34,0,3
9085,2023-05-23 07:55:50,0,1
9086,2023-09-06 13:21:04,0,2
9087,2023-06-03 03:11:26,0,2
9088,2023-06-20 08:43:05,0,2
9089,2023-05-10 16:22:19,0,
9090,2023-10-24 05:30:16,0,3
9091,2023-02-10 01:58:54,0,3
9092,2023-09-09 03:08:25,0,2
9093,2023-02-01 08:39:08,0,
9094,2022-11-20 07:24:25,0,2
9095,2022-12-04 14:43:12,0,
9096,2022-12-23 14:54:04,0,1
9097,2023-07-11 22:44:04,0,1
9098,2023-08-12 16:37:21,0,
9099,2022-11-13 05:51:59,0,
9100,2022-12-11 04:56:56,0,2
9101,2023-08-17 00:17:54,0,1
9102,2023-08-23 20:10:37,0,
9103,2023-07-28 06:29:24,0,
9104,2023-04-13 06:50:42,0,2
9105,2023-05-07 07:24:22,0,1
9106,2022-11-29 20:48:25,0,3
9107,2023-02-17 16:30:28,0,
9108,2023-07-01 14:33:41,0,3
9109,2023-08-21 23:47:33,0,2
9110,2023-09-12 03:42:33,0,3
9111,2023-08-14 18:58:09,0,1
9112,2022-12-02 14:30:51,0,2
9113,2023-06-26 11:26:33,0,1
9114,2023-04-06 05:29:57,0,
9115,2023-01-29 08:05:24,0,3
9116,2023-09-26 10:01:13,0,1
9117,2023-01-20 13:14:58,0,
9118,2023-02-10 06:52:00,0,2
9119,2023-08-22 18:09:26,0,3
9120,2023-07-16 06:04:31,0,2
9121,2023-07-10 14:21:27,0,3
9122,2023-01-17 15:12:32,0,
9123,2023-01-15 05:59:12,0,3
9124,2023-07-11 11:10:19,0,2
9125,2023-07-12 01:18:40,0,2
9126,2023-10-17 17:39:53,0,2
9127,2022-12-15 05:46:26,0,1
9128,2023-10-25 05:57:53,0,
9129,2023-02-16 15:49:58,0,2
9130,2023-06-23 21:22:31,0,
9131,2023-02-18 09:34:06,0,1
9132,2022-11-02 10:05:29,0,
9133,2022-11-06 21:25:31,0,3
9134,2023-06-05 04:44:25,0,
9135,2023-04-01 20:05:42,0,3
9136,2023-04-18 21:00:33,0,1
9137,2023-02-07 08:06:04,0,
9138,2023-03-18 19:05:10,0,3
9139,2023-06-19 22:01:29,0,1
9140,2022-12-14 09:11:11,0,2
9141,2023-02-07 05:00:16,0,1
9142,2023-05-16 09:30:07,0,2
9143,2023-01-31 18:29:31,0,3
9144,2023-01-04 05:41:43,0,3
9145,2023-06-04 03:36:50,0,3
9146,2023-05-10 00:47:42,0,3
9147,2023-01-19 00:00:29,0,3
9148,2023-05-03 23:17:20,0,2
9149,2022-11-23 02:05:20,0,2
9150,2022-11-25 19:58:12,0,3
9151,2023-10-09 12:19:05,0,
9152,2023-01-01 09:10:06,0,
9153,2023-08-20 00:35:14,0,
9154,2023-10-21 15:43:19,0,2
9155,2023-07-11 12:55:45,0,2
9156,2023-05-07 14:32:13,0,2
9157,2023-04-12 04:03:00,0,3
9158,2023-03-28 02:36:34,0,2
9159,2023-10-02 23:07:20,0,1
9160,2023-06-04 09:54:02,0,1
9161,2023-10-10 01:35:49,0,
9162,2023-06-19 16:53:13,0,
9163,2023-07-23 04:39:43,0,3
9164,2023-02-19 12:01:07,0,
9165,2023-06-15 19:42:03,0,
9166,2023-02-23 04:55:26,0,
9167,2023-06-08 04:03:50,0,
9168,2023-01-20 16:13:15,0,
9169,2023-08-14 05:34:48,0,2
9170,2022-12-07 09:34:45,0,3
9171,2023-10-19 04:53:17,0,2
9172,2023-05-12 15:51:14,0,1
9173,2022-12-09 20:40:12,0,3
9174,2023-03-30 16:34:36,0,3
9175,2022-11-07 00:35:13,0,1
9176,2023-01-31 02:02:39,0,2
9177,2023-02-03 02:04:50,0,2
9178,2023-06-21 20:43:58,0,1
9179,2023-07-12 09:06:05,0,2
9180,2023-08-22 05:06:57,0,3
9181,2023-01-10 08:25:43,0,
9182,2023-08-12 11:11:58,0,3
9183,2023-06-14 05:24:00,0,3
9184,2023-09-09 05:33:14,0,1
9185,2023-04-26 00:51:04,0,
9186,2023-01-24 19:29:35,0,3
9187,2023-09-05 18:07:29,0,
9188,2023-06-11 19:15:20,0,1
9189,2022-12-29 05:34:20,0,2
9190,2023-10-26 05:46:48,0,2
9191,2023-03-16 11:29:54,0,
9192,2023-09-27 00:27:17,0,3
9193,2023-02-10 02:18:12,0,2
9194,2023-01-22 19:21:11,0,3
9195,2023-06-15 20:10:06,0,3
9196,2022-11-07 13:11:12,0,
9197,2023-09-26 15:34:58,0,1
9198,2023-08-21 01:28:08,0,3
9199,2022-11-30 15:07:10,0,3
9200,2023-04-14 21:31:27,0,3
9201,2023-08-07 12:36:58,0,2
9202,2023-03-21 20:17:39,0,1
9203,2023-10-02 03:06:01,0,1
9204,2023-07-15 02:07:02,0,2
9205,2023-08-08 05:37:57,0,2
9206,2023-10-11 08:15:55,0,1
9207,2023-06-10 05:39:52,0,
9208,2023-04-05 14:14:49,0,2
9209,2023-05-31 04:01:12,0,2
9210,2022-12-26 21:14:11,0,
9211,2023-03-17 19:51:45,0,3
9212,2023-07-11 13:26:52,0,3
9213,2023-05-10 11:09:03,0,1
9214,2022-12-20 16:32:14,0,1
9215,2023-06-23 14:10:12,0,
9216,2022-11-28 10:54:18,0,3
9217,2023-09-15 16:27:33,0,3
9218,2023-01-10 19:17:20,0,
9219,2023-03-11 23:17:12,0,1
9220,2023-06-14 07:56:49,0,2
9221,2023-06-11 09:10:29,0,3
9222,2023-07-19 09:31:00,0,
9223,2023-03-12 09:16:18,0,
9224,2022-12-01 19:24:56,0,
9225,2023-10-26 13:25:49,0,1
9226,2023-04-03 11:02:38,0,1
9227,2023-03-26 10:48:32,0,3
9228,2023-08-22 21:43:19,0,3
9229,2023-10-02 00:19:26,0,1
9230,2023-02-25 15:42:35,0,2
9231,2023-07-05 15:57:16,0,2
9232,2023-09-16 08:00:37,0,2
9233,2023-05-08 13:01:58,0,1
9234,2022-12-14 14:53:23,0,1
9235,2023-08-06 13:41:29,0,
9236,2023-03-16 00:00:46,0,
9237,2023-10-11 18:20:12,0,1
9238,2022-11-24 05:28:39,0,3
9239,2023-09-08 03:32:24,0,2
9240,2023-03-28 09:23:26,0,2
9241,2023-05-26 12:17:56,0,2
9242,2023-09-19 06:43:43,0,2
9243,2023-05-28 02:47:40,0,
9244,2023-10-12 12:11:13,0,1
9245,2023-03-23 08:23:50,0,
9246,2023-03-16 19:49:55,0,3
9247,2022-11-27 03:21:43,0,1
9248,2023-10-26 18:35:27,0,1
9249,2022-11-11 02:24:11,0,2
9250,2023-02-24 09:53:58,0,3
9251,2023-07-16 22:37:19,0,
9252,2023-09-13 11:09:47,0,3
9253,2023-02-10 22:56:40,0,3
9254,2023-05-31 15:59:02,0,3
9255,2023-03-18 14:09:12,0,1
9256,2023-07-22 18:20:40,0,
9257,2023-06-26 13:40:37,0,3
9258,2023-02-03 08:49:47,0,2
9259,2023-03-15 19:19:25,0,1
9260,2022-12-21 03:43:35,0,
9261,2023-05-06 09:21:39,0,
9262,2023-04-22 19:44:05,0,
9263,2023-06-09 16:24:33,0,3
9264,2023-07-13 22:03:35,0,2
9265,2023-01-22 13:53:24,0,1
9266,2023-02-02 20:38:15,0,
9267,2023-07-04 05:26:30,0,2
9268,2022-10-30 19:44:39,0,2
9269,2023-10-02 12:30:15,0,1
9270,2023-10-25 15:46:35,0,
9271,2023-10-26 23:58:48,0,
9272,2023-02-02 20:19:00,0,2
9273,2023-09-10 01:52:48,0,3
9274,2023-04-27 16:10:07,0,
9275,2022-12-19 17:23:51,0,2
9276,2023-05-23 01:49:29,0,3
9277,2023-01-06 01:46:38,0,1
9278,2023-04-17 20:41:21,0,
9279,2023-02-12 18:07:18,0,2
9280,2023-05-09 15:28:22,0,
9281,2023-10-09 22:09:07,0,3
9282,2022-12-10 09:49:21,0,3
9283,2023-03-09 17:04:37,0,3
9284,2023-08-20 08:16:25,0,3
9285,2023-09-06 04:34:13,0,
9286,2023-02-10 17:13:00,0,
9287,2023-10-20 20:22:23,0,
9288,2023-05-04 08:04:33,0,3
9289,2023-01-04 07:45:25,0,
9290,2023-09-03 17:48:34,0,2
9291,2023-03-12 23:52:16,0,
9292,2023-01-02 22:04:57,0,1
9293,2023-05-07 14:39:48,0,1
9294,2023-07-20 21:06:14,0,
9295,2023-04-09 20:52:30,0,1
9296,2023-10-20 12:07:28,0,3
9297,2023-07-11 15:04:20,0,3
9298,2023-01-21 18:13:48,0,3
9299,2023-02-27 19:45:06,0,
9300,2022-12-17 16:40:51,0,
9301,2023-05-07 00:19:56,0,
9302,2022-12-12 06:22:52,0,1
9303,2023-01-09 19:28:48,0,2
9304,2023-06-11 01:09:22,0,
9305,2023-10-01 22:56:53,0,3
9306,2023-08-27 08:58:57,0,3
9307,2023-01-11 01:59:40,0,2
9308,2023-08-04 13:16:27,0,3
9309,2023-05-12 10:37:49,0,
9310,2022-12-23 13:01:49,0,3
9311,2023-09-26 02:22:44,0,3
9312,2023-02-15 19:07:58,0,1
9313,2022-11-29 10:20:24,0,
9314,2022-12-12 11:20:08,0,1
9315,2023-01-29 08:56:46,0,2
9316,2023-03-30 16:57:45,0,
9317,2023-01-19 07:37:00,0,2
9318,2023-05-21 16:59:09,0,2
9319,2023-10-11 19:00:28,0,
9320,2023-03-17 04:55:57,0,1
9321,2023-05-26 04:42:16,0,2
9322,2023-07-27 05:40:58,0,3
9323,2023-07-16 22:58:07,0,2
9324,2023-01-07 10:02:34,0,1
9325,2022-12-25 05:16:28,0,1
9326,2023-03-09 03:11:19,0,2
9327,2022-11-09 23:00:55,0,3
9328,2023-07-06 19:42:03,0,1
9329,2023-03-22 00:16:24,0,3
9330,2023-07-28 21:56:44,0,3
9331,2022-11-02 05:45:47,0,3
9332,2023-07-02 03:30:58,0,1
9333,2023-01-20 23:20:12,0,1
9334,2023-09-08 11:47:16,0,2
9335,2023-04-18 03:27:14,0,
9336,2023-07-23 15:00:08,0,1
9337,2023-01-25 18:12:26,0,
9338,2023-08-15 11:16:46,0,2
9339,2023-02-04 20:12:12,0,3
9340,2023-06-21 07:30:23,0,1
9341,2022-11-09 03:40:17,0,2
9342,2022-11-04 16:28:51,0,2
9343,2022-12-26 09:05:43,0,
9344,2023-01-25 18:50:14,0,1
9345,2023-09-20 14:26:00,0,
9346,2022-11-23 17:23:43,0,3
9347,2023-10-19 19:01:01,0,2
9348,2023-10-06 18:27:09,0,1
9349,2023-02-26 01:43:47,0,2
9350,2023-07-16 23:19:52,0,1
9351,2023-05-04 17:44:36,0,
9352,2023-05-19 08:06:08,0,3
9353,2022-11-26 01:35:52,0,
9354,2023-01-23 11:02:36,0,2
9355,2022-11-13 11:26:52,0,
9356,2023-03-02 23:51:51,0,2
9357,2023-08-26 12:52:06,0,2
9358,2023-10-28 11:18:19,0,
9359,2023-03-10 00:08:43,0,1
9360,2023-05-01 15:49:10,0,
9361,2023-10-22 10:57:07,0,1
9362,2022-11-10 02:05:39,0,1
9363,2023-02-08 08:38:29,0,2
9364,2023-08-17 10:41:14,0,2
9365,2022-11-17 04:44:06,0,1
9366,2023-09-21 03:17:18,0,2
9367,2023-10-18 01:39:01,0,3
9368,2022-11-06 01:06:44,0,2
9369,2023-01-16 11:10:59,0,1
9370,2022-11-30 17:55:37,0,3
9371,2023-09-19 10:41:34,0,1
9372,2023-09-14 13:37:28,0,1
9373,2023-09-12 13:30:20,0,2
9374,2023-03-19 05:44:36,0,1
9375,2023-08-15 05:53:44,0,
9376,2023-08-29 01:54:50,0,
9377,2023-04-13 11:53:31,0,2
9378,2023-03-25 19:58:27,0,1
9379,2023-02-18 05:17:41,0,3
9380,2022-12-11 08:34:41,0,
9381,2022-11-25 15:23:09,0,2
9382,2022-12-30 09:45:09,0,
9383,2023-01-14 13:30:33,0,2
9384,2023-03-04 07:43:19,0,
9385,2023-04-16 18:57:46,0,2
9386,2023-02-15 06:54:53,0,3
9387,2023-04-26 22:22:49,0,1
9388,2023-02-13 09:07:04,0,1
9389,2023-06-05 18:43:00,0,3
9390,2023-03-15 00:15:46,0,2
9391,2022-12-14 01:15:41,0,1
9392,2023-09-28 13:24:04,0,1
9393,2023-01-26 23:14:42,0,1
9394,2023-08-13 06:32:11,0,1
9395,2023-08-17 18:06:03,0,3
9396,2023-03-27 20:24:23,0,
9397,2023-05-30 00:39:45,0,
9398,2023-07-12 19:18:23,0,3
9399,2023-04-30 04:47:09,0,
9400,2023-06-29 23:07:17,0,1
9401,2023-10-18 21:46:31,0,1
9402,2023-02-18 16:29:04,0,2
9403,2023-04-07 18:44:54,0,3
9404,2023-01-18 12:48:46,0,
9405,2023-01-23 05:13:28,0,1
9406,2023-08-23 09:57:40,0,2
9407,2023-07-05 16:03:09,0,1
9408,2022-12-09 11:07:26,0,1
9409,2023-10-16 02:55:20,0,3
9410,2023-07-28 18:35:41,0,3
9411,2023-06-22 17:29:15,0,
9412,2023-04-30 11:10:40,0,1
9413,2023-06-11 17:30:34,0,
9414,2023-04-27 17:54:09,0,
9415,2023-07-13 20:33:28,0,3
9416,2023-04-01 08:04:39,0,1
9417,2022-12-13 16:59:48,0,3
9418,2023-06-11 14:14:37,0,1
9419,2022-12-22 20:29:23,0,1
9420,2023-06-07 19:58:32,0,3
9421,2023-06-14 13:25:33,0,
9422,2023-03-19 23:46:17,0,3
9423,2023-01-30 18:29:24,0,2
9424,2023-04-29 06:31:56,0,3
9425,2023-07-12 08:41:45,0,2
9426,2022-12-26 18:26:13,0,1
9427,2023-10-08 06:38:56,0,2
9428,2023-02-27 13:25:04,0,3
9429,2022-12-02 14:18:24,0,1
9430,2023-06-13 05:35:27,0,2
9431,2023-05-12 03:01:03,0,1
9432,2023-09-05 08:51:26,0,
9433,2023-05-04 08:12:49,0,2
9434,2023-05-23 22:07:23,0,3
9435,2022-11-04 20:36:53,0,3
9436,2022-12-13 17:53:52,0,2
9437,2023-05-09 22:37:41,0,1
9438,2023-06-07 13:55:07,0,1
9439,2023-10-12 01:45:32,0,2
9440,2023-10-04 23:46:19,0,
9441,2023-07-20 08:14:39,0,
9442,2023-08-31 06:37:58,0,3
9443,2023-10-09 14:21:28,0,2
9444,2022-12-02 13:20:01,0,3
9445,2023-02-28 00:53:34,0,1
9446,2023-07-19 23:16:18,0,1
9447,2023-10-23 11:14:52,0,3
9448,2023-09-19 21:44:39,0,3
9449,2023-04-23 17:48:02,0,3
9450,2023-01-31 02:59:52,0,1
9451,2023-01-14 20:15:08,0,2
9452,2023-10-11 16:05:34,0,1
9453,2022-12-25 14:44:21,0,1
9454,2023-02-25 06:34:33,0,1
9455,2023-04-06 11:24:05,0,2
9456,2022-11-12 04:20:26,0,3
9457,2022-11-11 08:52:50,0,
9458,2023-06-12 14:55:07,0,
9459,2023-07-09 16:25:06,0,3
9460,2023-02-24 00:19:05,0,
9461,2023-08-06 05:25:36,0,1
9462,2023-08-23 14:36:23,0,1
9463,2022-10-30 17:32:36,0,
9464,2023-05-19 11:43:39,0,
9465,2023-01-29 09:34:24,0,1
9466,2023-06-07 23:17:05,0,1
9467,2022-11-02 20:21:56,0,1
9468,2023-10-13 04:27:30,0,
9469,2023-08-01 03:45:29,0,2
9470,2023-06-14 20:57:01,0,
9471,2023-05-21 11:05:49,0,
9472,2023-05-16 00:47:15,0,1
9473,2022-11-18 20:49:39,0,
9474,2023-07-15 16:03:30,0,2
9475,2023-08-30 06:28:50,0,3
9476,2023-03-25 21:46:10,0,
9477,2023-01-06 15:05:31,0,2
9478,2023-09-03 07:06:01,0,3
9479,2023-10-05 05:47:07,0,3
9480,2023-05-05 10:16:52,0,1
9481,2023-09-06 22:07:44,0,2
9482,2023-07-24 17:46:47,0,3
9483,2023-02-11 21:12:22,0,2
9484,2023-04-27 00:18:05,0,
9485,2023-03-08 21:03:33,0,3
9486,2023-03-19 22:25:46,0,3
9487,2023-08-12 14:12:53,0,1
9488,2023-03-14 08:09:40,0,3
9489,2022-10-29 19:14:07,0,3
9490,2023-02-11 15:16:07,0,2
9491,2023-06-07 23:00:30,0,2
9492,2023-06-25 11:40:41,0,
9493,2022-11-20 22:10:18,0,1
9494,2023-01-17 12:15:40,0,3
9495,2023-05-09 10:55:11,0,
9496,2023-07-24 04:35:21,0,3
9497,2023-04-08 02:44:29,0,
9498,2023-09-10 22:10:12,0,1
9499,2023-01-20 22:45:03,0,3
9500,2023-04-13 19:28:29,0,
9501,2023-08-03 02:03:08,0,
9502,2023-02-22 00:49:19,0,2
9503,2023-01-18 19:56:40,0,1
9504,2023-09-02 21:44:17,0,1
9505,2023-03-23 14:01:48,0,1
9506,2022-11-04 23:51:25,0,
9507,2022-12-16 08:30:51,0,3
9508,2023-08-21 04:55:25,0,
9509,2023-02-06 05:02:16,0,2
9510,2023-08-27 16:12:58,0,1
9511,2023-08-30 12:54:55,0,1
9512,2023-01-04 09:13:17,0,
9513,2023-09-29 03:45:38,0,
9514,2023-05-02 09:07:45,0,2
9515,2023-01-30 20:59:46,0,
9516,2023-02-18 13:30:50,0,3
9517,2023-09-25 22:51:46,0,1
9518,2023-05-17 00:51:09,0,
9519,2023-05-01 08:34:38,0,3
9520,2023-03-13 22:23:40,0,
9521,2023-06-28 10:30:12,0,
9522,2023-02-01 07:37:45,0,
9523,2023-07-17 03:53:31,0,2
9524,2022-11-03 07:29:44,0,3
9525,2023-03-01 01:16:38,0,1
9526,2023-06-25 16:21:09,0,2
9527,2023-04-07 02:32:09,0,
9528,2023-05-14 09:13:33,0,1
9529,2023-01-30 14:50:41,0,
9530,2023-09-04 06:44:41,0,1
9531,2023-02-16 18:40:49,0,2
9532,2023-10-23 18:37:47,0,2
9533,2023-07-05 03:16:32,0,1
9534,2023-06-29 15:27:51,0,
9535,2023-08-23 11:37:10,0,
9536,2023-02-13 06:25:22,0,
9537,2023-03-28 19:21:51,0,
9538,2023-02-01 00:36:14,0,3
9539,2023-01-11 00:05:19,0,3
9540,2022-12-05 00:43:15,0,
9541,2023-01-08 21:42:43,0,3
9542,2023-07-03 03:16:49,0,3
9543,2023-07-04 16:52:36,0,1
9544,2022-10-31 17:56:06,0,3
9545,2022-10-29 23:14:28,0,3
9546,2022-12-31 12:58:15,0,1
9547,2023-01-21 05:32:08,0,2
9548,2023-06-11 16:21:35,0,3
9549,2023-03-18 07:35:58,0,3
9550,2023-07-10 20:53:35,0,
9551,2023-03-04 09:45:28,0,
9552,2023-05-09 06:46:00,0,2
9553,2023-06-15 18:23:10,0,
9554,2023-01-16 10:34:09,0,2
9555,2023-01-16 04:43:45,0,1
9556,2023-01-26 03:53:57,0,
9557,2023-05-31 18:31:47,0,1
9558,2023-04-27 07:26:03,0,1
9559,2023-08-19 21:03:40,0,
9560,2023-07-08 06:02:15,0,2
9561,2023-05-19 14:53:46,0,2
9562,2022-11-22 22:46:34,0,1
9563,2023-10-04 14:05:19,0,2
9564,2023-05-10 05:14:51,0,2
9565,2023-07-16 14:12:58,0,3
9566,2023-01-07 10:26:33,0,3
9567,2023-10-03 11:30:47,0,2
9568,2022-11-15 10:41:46,0,3
9569,2023-09-21 06:05:58,0,
9570,2022-11-29 00:22:10,0,1
9571,2023-01-31 08:52:08,0,
9572,2022-11-01 11:12:56,0,
9573,2022-12-13 17:14:49,0,2
9574,2022-12-05 04:12:34,0,1
9575,2023-08-31 00:00:52,0,2
9576,2023-02-02 22:35:04,0,
9577,2023-07-25 16:20:23,0,1
9578,2023-08-26 12:13:43,0,3
9579,2023-10-06 10:56:22,0,3
9580,2023-08-04 08:27:04,0,1
9581,2023-07-06 18:32:42,0,
9582,2023-04-20 12:17:12,0,2
9583,2023-06-06 22:11:38,0,1
9584,2022-12-15 23:38:45,0,2
9585,2023-09-24 07:54:36,0,
9586,2023-02-22 07:39:53,0,3
9587,2022-11-04 06:51:54,0,2
9588,2023-08-28 03:01:26,0,
9589,2022-12-14 11:31:05,0,3
9590,2023-02-05 06:19:27,0,1
9591,2023-04-03 06:32:33,0,3
9592,2022-12-22 07:57:14,0,
9593,2023-01-08 07:33:47,0,3
9594,2023-09-01 11:01:00,0,3
9595,2023-07-29 17:54:42,0,1
9596,2023-08-23 00:21:22,0,1
9597,2022-11-05 23:38:49,0,
9598,2022-11-08 12:05:51,0,
9599,2023-06-14 08:56:07,0,1
9600,2023-02-25 02:32:10,0,3
9601,2023-01-07 22:29:14,0,1
9602,2023-05-23 04:38:11,0,3
9603,2023-03-23 04:45:38,0,1
9604,2023-04-21 03:51:32,0,3
9605,2023-08-18 04:10:41,0,2
9606,2023-02-27 04:22:50,0,1
9607,2023-09-03 07:03:24,0,1
9608,2023-01-05 04:45:20,0,1
9609,2022-11-08 10:05:03,0,1
9610,2023-07-12 22:35:30,0,
9611,2023-04-23 11:44:57,0,
9612,2022-10-31 16:44:29,0,2
9613,2022-11-07 05:54:12,0,
9614,2023-05-18 11:28:09,0,3
9615,2023-07-15 14:10:14,0,
9616,2023-07-04 04:24:38,0,1
9617,2022-12-22 10:29:50,0,1
9618,2022-11-13 09:57:35,0,3
9619,2023-06-22 06:25:34,0,3
9620,2023-04-30 20:32:43,0,
9621,2023-03-23 20:10:43,0,
9622,2023-07-21 00:53:15,0,3
9623,2023-04-29 06:01:42,0,1
9624,2023-03-21 17:57:52,0,3
9625,2023-01-20 08:44:43,0,3
9626,2023-08-22 15:16:02,0,3
9627,2023-07-17 21:03:32,0,2
9628,2023-01-01 05:40:54,0,2
9629,2023-09-19 07:05:21,0,1
9630,2023-01-19 12:10:55,0,3
9631,2023-03-23 12:32:13,0,2
9632,2023-03-28 13:11:27,0,3
9633,2023-08-25 20:23:42,0,
9634,2023-09-17 11:09:15,0,1
9635,2023-03-06 19:21:23,0,
9636,2023-03-19 05:08:47,0,
9637,2023-10-24 01:40:01,0,3
9638,2022-11-20 13:11:18,0,3
9639,2023-03-12 14:48:08,0,3
9640,2023-01-26 04:47:05,0,2
9641,2022-11-30 11:32:37,0,
9642,2023-01-18 05:14:08,0,
9643,2023-02-10 12:44:57,0,3
9644,2023-05-08 15:37:48,0,2
9645,2023-05-09 20:19:55,0,
9646,2023-07-21 20:19:32,0,2
9647,2023-03-24 09:28:25,0,3
9648,2023-10-23 08:10:32,0,
9649,2023-02-14 04:36:17,0,2
9650,2023-07-08 00:02:47,0,3
9651,2023-01-10 21:11:01,0,
9652,2023-06-21 15:17:24,0,3
9653,2023-08-31 19:34:36,0,3
9654,2023-08-19 03:10:36,0,2
9655,2022-11-28 08:02:21,0,3
9656,2023-07-28 20:42:08,0,
9657,2023-09-27 04:18:06,0,3
9658,2023-07-16 19:50:20,0,3
9659,2022-11-25 23:27:42,0,
9660,2023-07-01 12:37:47,0,
9661,2023-03-28 09:05:40,0,1
9662,2023-06-30 23:49:39,0,3
9663,2023-05-21 16:38:12,0,1
9664,2023-03-28 06:27:48,0,2
9665,2023-04-30 21:46:38,0,
9666,2023-08-03 16:54:33,0,2
9667,2023-02-28 04:22:27,0,1
9668,2023-07-17 15:24:20,0,3
9669,2022-12-23 09:06:57,0,2
9670,2023-06-28 04:35:25,0,2
9671,2023-03-01 00:19:38,0,1
9672,2023-04-22 06:58:11,0,1
9673,2023-08-22 06:09:49,0,2
9674,2022-11-14 06:07:24,0,
9675,2023-03-26 12:44:05,0,1
9676,2023-08-07 09:32:51,0,3
9677,2022-11-03 00:07:18,0,2
9678,2023-08-31 11:42:03,0,1
9679,2023-07-30 18:40:30,0,2
9680,2023-01-13 23:07:08,0,3
9681,2023-02-17 00:40:43,0,2
9682,2023-06-12 10:54:05,0,1
9683,2023-01-04 13:00:18,0,2
9684,2023-05-03 13:20:09,0,1
9685,2023-03-31 12:10:25,0,3
9686,2023-07-02 22:52:36,0,3
9687,2022-11-14 04:46:16,0,
9688,2023-02-17 04:26:50,0,1
9689,2023-08-18 21:57:53,0,1
9690,2022-10-31 04:41:23,0,2
9691,2022-12-09 22:28:25,0,2
9692,2023-07-04 16:50:13,0,3
9693,2023-08-05 07:14:32,0,2
9694,2023-07-26 16:20:26,0,3
9695,2022-11-07 18:18:36,0,3
9696,2023-03-19 13:42:56,0,
9697,2023-07-12 04:09:35,0,
9698,2023-10-18 11:05:21,0,2
9699,2023-03-01 13:18:39,0,2
9700,2022-10-29 05:41:17,0,3
9701,2022-10-29 22:54:50,0,1
9702,2023-09-02 05:03:09,0,3
9703,2023-05-02 07:44:39,0,3
9704,2023-08-19 00:05:12,0,1
9705,2023-10-07 15:44:11,0,3
9706,2022-11-25 08:49:01,0,2
9707,2022-12-12 23:39:27,0,3
9708,2023-05-06 20:15:52,0,3
9709,2023-09-03 17:40:13,0,2
9710,2023-06-21 10:19:39,0,
9711,2023-06-27 08:50:59,0,1
9712,2023-03-16 07:12:58,0,3
9713,2023-02-06 13:26:15,0,2
9714,2023-03-11 16:28:31,0,1
9715,2023-03-05 17:56:22,0,
9716,2023-07-23 23:41:39,0,1
9717,2023-10-17 13:07:27,0,
9718,2023-10-18 02:24:58,0,2
9719,2023-02-25 19:54:11,0,1
9720,2023-06-11 14:50:29,0,3
9721,2023-09-23 18:58:44,0,2
9722,2023-08-21 19:15:23,0,
9723,2023-01-31 22:37:14,0,1
9724,2023-05-26 18:27:59,0,2
9725,2023-07-14 18:19:34,0,1
9726,2023-06-05 22:47:35,0,2
9727,2023-06-11 17:07:46,0,2
9728,2023-08-09 08:33:05,0,3
9729,2023-05-31 23:13:28,0,
9730,2023-08-28 07:14:01,0,
9731,2023-09-22 07:20:03,0,1
9732,2023-01-26 16:30:35,0,3
9733,2023-03-20 15:38:38,0,
9734,2022-12-12 20:56:34,0,3
9735,2023-06-14 13:39:36,0,2
9736,2022-11-10 22:50:38,0,2
9737,2022-11-21 23:22:29,0,3
9738,2023-07-07 17:51:41,0,2
9739,2023-04-07 08:38:34,0,3
9740,2023-09-02 04:49:27,0,3
9741,2023-09-03 08:15:47,0,
